date,symbol,when,security_name,exchange_codes,before_eps_date,after_eps_date,Ticker,Date,Adj Close,Close,High,Low,Open,Volume,Adj Close_pct_change,Close_pct_change,High_pct_change,Low_pct_change,Open_pct_change,Volume_pct_change
2023-02-28,BGS,postmarket,"B&G Foods, Inc. Common Stock",,2023-02-28,2023-03-01,BGS,2023-03-01,16.280000686645508,16.280000686645508,16.56999969482422,14.5,14.579999923706055,7469800.0,0.2849250661889111,0.2849250661889111,0.2610349514370036,0.15354020302565896,0.15714281605484937,2.310494593157242
2023-02-28,BRP,postmarket,"BRP Group, Inc. - Class A Common Stock",,2023-02-28,2023-03-01,BRP,2023-03-01,27.59000015258789,27.59000015258789,29.405000686645508,26.700000762939453,28.229999542236328,535300.0,-0.04001390493001844,-0.04001390493001844,0.012917671068898962,-0.0538624588022486,-0.004232833778437417,1.43872437357631
2023-02-28,BSY,premarket,"Bentley Systems, Incorporated - Class B Common Stock",,2023-02-27,2023-02-28,BSY,2023-02-28,40.459999084472656,40.459999084472656,41.66999816894531,38.380001068115234,38.58000183105469,1385800.0,0.031879623289637005,0.031879623289637005,0.04026759353803211,-0.014887013090012613,-0.03186942764605505,0.707701786814541
2023-02-28,BVN,premarket,Buenaventura Mining Company Inc.,,2023-02-27,2023-02-28,BVN,2023-02-28,7.579999923706055,7.579999923706055,7.690000057220459,7.329999923706055,7.400000095367432,1590000.0,0.021563321531935076,0.021563321531935076,0.019893911953093424,-0.006775093490449247,-0.0026954151914918567,1.4029016170470001
2023-02-28,CBRL,premarket,"Cracker Barrel Old Country Store, Inc. - Common Stock",,2023-02-27,2023-02-28,CBRL,2023-02-28,108.95999908447266,108.95999908447266,116.69000244140625,106.5999984741211,115.0,882000.0,0.010854422107874573,0.010854422107874573,0.05783705034916364,-0.01076469598286478,0.04251656735750586,0.42326932386638694
2023-02-28,CERS,postmarket,Cerus Corporation - Common Stock,,2023-02-28,2023-03-01,CERS,2023-03-01,2.6500000953674316,2.6500000953674316,2.7899999618530273,2.359999895095825,2.7100000381469727,4926700.0,-0.07342650609480439,-0.07342650609480439,-0.0510204396081696,-0.13868617267091365,-0.055749077976336214,1.9847934084575307
2023-02-28,CLNE,postmarket,Clean Energy Fuels Corp. - Common Stock,,2023-02-28,2023-03-01,CLNE,2023-03-01,4.860000133514404,4.860000133514404,5.269999980926514,4.650000095367432,5.159999847412109,8944100.0,-0.13214281852147947,-0.13214281852147947,-0.11872910299036699,-0.15913202189036002,-0.10416672875483579,0.9611673902556681
2023-02-28,CLOV,premarket,"Clover Health Investments, Corp.  - Class A Common stock",,2023-02-27,2023-02-28,CLOV,2023-02-28,1.3200000524520874,1.3200000524520874,1.3650000095367432,1.2200000286102295,1.25,20513300.0,0.14782615636382213,0.14782615636382213,0.15677972051885947,0.09909911070945099,0.1261261116131862,2.0117897518719716
2023-02-28,CNSL,premarket,"Consolidated Communications Holdings, Inc. - Common Stock",,2023-02-27,2023-02-28,CNSL,2023-02-28,3.0299999713897705,3.0299999713897705,3.8299999237060547,2.7899999618530273,3.6500000953674316,2298800.0,-0.23677583134666202,-0.23677583134666202,-0.0496278599726937,-0.28277637876265416,-0.08521301086633004,4.929326799071447
2023-02-28,COMP,postmarket,"Compass, Inc. Class A Common Stock",,2023-02-28,2023-03-01,COMP,2023-03-01,3.049999952316284,3.049999952316284,3.4200000762939453,2.799999952316284,3.359999895095825,6723700.0,-0.1551246423968874,-0.1551246423968874,-0.07065217003986834,-0.20000001362391884,-0.05617978957818792,2.2825757945613434
2023-02-28,CPNG,postmarket,"Coupang, Inc. Class A Common Stock",,2023-02-28,2023-03-01,CPNG,2023-03-01,14.670000076293945,14.670000076293945,15.399999618530273,14.289999961853027,15.390000343322754,18085700.0,-0.05415861638890829,-0.05415861638890829,-0.04151365160466225,-0.067232359888308,0.004569233021733288,0.3906407387757298
2023-02-28,CRON,premarket,Cronos Group Inc. - Common Share,,2023-02-27,2023-02-28,CRON,2023-02-28,2.1700000762939453,2.1700000762939453,2.200000047683716,1.9700000286102295,2.059999942779541,5952100.0,0.033333416590618725,0.033333416590618725,0.03773592756753197,-0.048309134230700934,-0.01904760174740394,2.0190717727618566
2023-02-28,CSTL,postmarket,"Castle Biosciences, Inc. - Common stock",,2023-02-28,2023-03-01,CSTL,2023-03-01,22.860000610351562,22.860000610351562,25.6299991607666,21.729999542236328,25.100000381469727,446500.0,-0.092136603125749,-0.092136603125749,-0.013889426026081453,-0.11630746614902199,0.01784268194566896,1.7923702313946217
2023-02-28,CUTR,postmarket,"Cutera, Inc. - Common Stock",,2023-02-28,2023-03-01,CUTR,2023-03-01,32.11000061035156,32.11000061035156,32.88999938964844,29.049999237060547,29.520000457763672,1770500.0,-0.00986739721902341,-0.00986739721902341,-0.012608885209453913,-0.1011757576930713,-0.0916922936072716,2.2326090925689246
2023-02-28,CVEO,premarket,Civeo Corporation (Canada) Common Shares,,2023-02-27,2023-02-28,CVEO,2023-02-28,28.309999465942383,28.309999465942383,30.315000534057617,28.309999465942383,30.059999465942383,111200.0,-0.11086685520504302,-0.11086685520504302,-0.08488539440841159,-0.09610473365934458,-0.04022989275731237,1.759305210918114
2023-02-28,DEA,premarket,"Easterly Government Properties, Inc. Common Stock",,2023-02-27,2023-02-28,DEA,2023-02-28,15.100000381469727,15.100000381469727,15.345000267028809,15.020000457763672,15.0600004196167,1193900.0,0.004657395192428027,0.004657395192428027,0.0009784959815659633,0.006028141376305918,-0.016971232401222447,0.37340388818589676
2023-02-28,DOMA,postmarket,"Doma Holdings, Inc. Common Stock",,2023-02-28,2023-03-01,DOMA,2023-03-01,14.25,14.25,15.75,14.0,15.550000190734863,12244.0,0.0,0.0,0.0,-0.015817249591277616,0.019672143654745122,-0.3147526304007163
2023-02-28,EC,postmarket,Ecopetrol S.A. American Depositary Shares,,2023-02-28,2023-03-01,EC,2023-03-01,11.390000343322754,11.390000343322754,11.640000343322754,11.020000457763672,11.520000457763672,6727400.0,0.027051414482159197,0.027051414482159197,0.01570683286008845,-0.005415114292014689,0.008756600770722489,0.7396948538919059
2023-02-28,ECVT,premarket,Ecovyst Inc. Common Stock,,2023-02-27,2023-02-28,ECVT,2023-02-28,10.039999961853027,10.039999961853027,10.170000076293945,9.600000381469727,9.960000038146973,1452600.0,-0.029013557669994805,-0.029013557669994805,-0.032350156535064456,-0.06796114527209485,-0.04506234451360236,2.2194148936170213
2023-02-28,EDR,premarket,"Endeavor Group Holdings, Inc. Class A Common Stock",,2023-02-27,2023-02-28,EDR,2023-02-28,22.309999465942383,22.309999465942383,22.600000381469727,22.06999969482422,22.219999313354492,3081100.0,0.0008971982769685471,0.0008971982769685471,0.0035523944085211756,-0.002711227664606186,0.0,1.4845576969599228
2023-02-28,EHTH,premarket,"eHealth, Inc. - Common Stock",,2023-02-27,2023-02-28,EHTH,2023-02-28,7.360000133514404,7.360000133514404,9.779999732971191,7.309999942779541,9.720000267028809,1761700.0,-0.16458572270594518,-0.16458572270594518,0.0854605421230843,-0.15295482666941906,0.08000002966986752,3.236892736892737
2023-02-28,FA,premarket,First Advantage Corporation - Common Stock,,2023-02-27,2023-02-28,FA,2023-02-28,14.510000228881836,14.510000228881836,14.65999984741211,13.600000381469727,14.270000457763672,579300.0,0.07401924374969204,0.07401924374969204,0.0708546600993869,0.010401214184693863,0.04465597490230766,1.4494714587737842
2023-02-28,FIGS,postmarket,"FIGS, Inc. Class A Common Stock",,2023-02-28,2023-03-01,FIGS,2023-03-01,6.760000228881836,6.760000228881836,7.900000095367432,6.699999809265137,7.179999828338623,18093300.0,-0.2660151790572707,-0.2660151790572707,-0.14962323704986746,-0.23437327166290567,-0.19686799045344228,2.1562118410494366
2023-02-28,FLGT,postmarket,"Fulgent Genetics, Inc. - Common Stock",,2023-02-28,2023-03-01,FLGT,2023-03-01,31.850000381469727,31.850000381469727,33.2400016784668,30.920000076293945,31.770000457763672,259500.0,-0.028667292095514663,-0.028667292095514663,-0.014234861354086248,-0.03405180576051492,-0.017625222391305595,-0.12537917087967643
2023-02-28,FOUR,premarket,"Shift4 Payments, Inc. Class A Common Stock",,2023-02-27,2023-02-28,FOUR,2023-02-28,64.5,64.5,67.05000305175781,61.36000061035156,61.650001525878906,4936600.0,0.1303890369373799,0.1303890369373799,0.15603453537513468,0.09473686789597702,0.06587139286375931,1.2667829920102855
2023-02-28,FRGE,premarket,"Forge Global Holdings, Inc. Common Stock",,2023-02-27,2023-02-28,FRGE,2023-02-28,1.7999999523162842,1.7999999523162842,1.8600000143051147,1.7000000476837158,1.7200000286102295,223600.0,0.04651158277636491,0.04651158277636491,0.033333368654605344,0.024096434859411042,-0.02272725117600638,0.7266409266409266
2023-02-28,GMRE,postmarket,Global Medical REIT Inc. Common Stock,,2023-02-28,2023-03-01,GMRE,2023-03-01,9.829999923706055,9.829999923706055,10.140000343322754,9.270000457763672,10.140000343322754,883500.0,-0.02286287140328047,-0.02286287140328047,-0.009281809139340402,-0.0785288199702806,-0.005882300692582665,0.8742044972422571
2023-02-28,GO,postmarket,Grocery Outlet Holding Corp. - Common Stock,,2023-02-28,2023-03-01,GO,2023-03-01,26.440000534057617,26.440000534057617,26.799999237060547,25.709999084472656,26.079999923706055,3249600.0,-0.022550784480880326,-0.022550784480880326,-0.03492982372032849,-0.01663803272804465,-0.06085705819947662,0.49668386145910093
2023-02-28,GOGO,premarket,Gogo Inc. - Common Stock,,2023-02-27,2023-02-28,GOGO,2023-02-28,16.459999084472656,16.459999084472656,16.81999969482422,14.279999732971191,14.5,1542200.0,0.1438498048480188,0.1438498048480188,0.15205474351713777,0.00669716676378207,-0.0068493410175966,0.5625126646403242
2023-02-28,GPOR,postmarket,Gulfport Energy Corporation Common Shares,,2023-02-28,2023-03-01,GPOR,2023-03-01,76.01000213623047,76.01000213623047,78.80999755859375,71.46499633789062,72.37999725341797,531600.0,0.14957651208143186,0.14957651208143186,0.1555718634181702,0.08083777025530892,0.08207501739967338,2.9465478841870825
2023-02-28,HAYW,premarket,"Hayward Holdings, Inc. Common Stock",,2023-02-27,2023-02-28,HAYW,2023-02-28,12.3100004196167,12.3100004196167,13.140000343322754,11.8100004196167,12.329999923706055,3053300.0,-0.029944773312208683,-0.029944773312208683,0.02736515891427871,-0.05406481823165632,-0.02142860711026251,0.771158419861941
2023-02-28,HOV,premarket,"Hovnanian Enterprises, Inc. Class A Common Stock",,2023-02-27,2023-02-28,HOV,2023-02-28,68.11000061035156,68.11000061035156,70.9000015258789,66.0999984741211,66.9000015258789,144500.0,0.004127948868323461,0.004127948868323461,0.037763493011990557,0.01880396535680884,0.0311344691426374,0.6495433789954337
2023-02-28,HPQ,premarket,HP Inc. Common Stock,,2023-02-27,2023-02-28,HPQ,2023-02-28,29.520000457763672,29.520000457763672,30.260000228881836,29.219999313354492,29.360000610351562,15390900.0,0.0044233096568564445,0.0044233096568564445,0.021262270872738576,-0.0006840101887903849,-0.007101761469054502,1.1168970497214774
2023-02-28,HRL,premarket,Hormel Foods Corporation Common Stock,,2023-02-27,2023-02-28,HRL,2023-02-28,44.380001068115234,44.380001068115234,44.880001068115234,44.36000061035156,44.63999938964844,2482900.0,-0.009374959287898221,-0.009374959287898221,-0.008614963236245221,-0.007384158122578199,-0.01391652444764202,0.5343591645037695
2023-02-28,HRZN,postmarket,Horizon Technology Finance Corporation - Common Stock,,2023-02-28,2023-03-01,HRZN,2023-03-01,11.930000305175781,11.930000305175781,12.5,11.850000381469727,12.380000114440918,437600.0,-0.036348934176521075,-0.036348934176521075,-0.011075976227857498,-0.04048582870897832,-0.019017414682609757,1.0867906533142584
2023-02-28,HURN,postmarket,Huron Consulting Group Inc. - Common Stock,,2023-02-28,2023-03-01,HURN,2023-03-01,81.54000091552734,81.54000091552734,82.25,70.55999755859375,70.55999755859375,418000.0,0.1617039190673335,0.1617039190673335,0.15390013199452146,0.008287999054557016,0.008287999054557016,1.3940435280641466
2023-02-28,HYLN,postmarket,Hyliion Holdings Corp. Class A Common Stock,,2023-02-28,2023-03-01,HYLN,2023-03-01,2.8299999237060547,2.8299999237060547,3.059999942779541,2.7799999713897705,2.809999942779541,1326000.0,0.0,0.0,0.06806280369762674,0.0692307974459867,0.010791356726084,-0.4277576385292594
2023-02-28,ICFI,postmarket,"ICF International, Inc. - Common Stock",,2023-02-28,2023-03-01,ICFI,2023-03-01,108.06999969482422,108.06999969482422,110.87000274658203,101.45999908447266,101.45999908447266,216900.0,0.08623984335393375,0.08623984335393375,0.08155302347220283,0.022472998610286288,0.0013817547381573814,0.2588508415554265
2023-02-28,IGT,premarket,International Game Technology Ordinary Shares,,2023-02-27,2023-02-28,IGT,2023-02-28,26.559999465942383,26.559999465942383,27.219999313354492,26.049999237060547,26.09000015258789,2590800.0,0.029058505056912765,0.029058505056912765,0.038534920418222374,0.013224432699152855,0.010457027922343265,1.5583094697343736
2023-02-28,INSW,premarket,"International Seaways, Inc. Common Stock ",,2023-02-27,2023-02-28,INSW,2023-02-28,51.439998626708984,51.439998626708984,52.439998626708984,49.54999923706055,50.7599983215332,2173500.0,0.05778320988843566,0.05778320988843566,0.07085965528910054,0.04579987589754686,0.062146837185786286,0.9373384437115608
2023-02-28,IPAR,postmarket,"Inter Parfums, Inc. - Common Stock",,2023-02-28,2023-03-01,IPAR,2023-03-01,131.33999633789062,131.33999633789062,131.33999633789062,124.19999694824219,128.99000549316406,160300.0,0.09077312800730941,0.09077312800730941,0.06624448784298287,0.03267648137414625,0.0708119415035835,-0.1585301837270341
2023-02-28,ITRN,premarket,Ituran Location and Control Ltd. - Ordinary Shares,,2023-02-27,2023-02-28,ITRN,2023-02-28,22.34000015258789,22.34000015258789,22.399999618530273,21.979999542236328,21.989999771118164,50800.0,0.015916343115629283,0.015916343115629283,-0.00532863396066352,0.005949618237849119,-0.02353466589130515,0.04958677685950419
2023-02-28,JAMF,premarket,Jamf Holding Corp. - Common Stock,,2023-02-27,2023-02-28,JAMF,2023-02-28,21.219999313354492,21.219999313354492,21.850000381469727,20.78499984741211,21.31999969482422,559400.0,-0.010261250710029146,-0.010261250710029146,0.0009161913803743538,-0.02142184221323562,-0.005597053929302653,-0.3256178420735383
2023-02-28,JLL,premarket,Jones Lang LaSalle Incorporated Common Stock,,2023-02-27,2023-02-28,JLL,2023-02-28,174.4600067138672,174.4600067138672,175.8800048828125,162.14999389648438,166.74000549316406,639100.0,0.03647813166869418,0.03647813166869418,0.023153060661100566,-0.03487888103057546,-0.030017385611005754,1.0960970810101673
2023-02-28,JXN,postmarket,Jackson Financial Inc. Class A Common Stock ,,2023-02-28,2023-03-01,JXN,2023-03-01,42.529998779296875,42.529998779296875,47.560001373291016,42.380001068115234,46.4900016784668,2600500.0,-0.06280304587345675,-0.06280304587345675,0.03211804434519161,-0.058284945003359234,0.025137888482978488,-0.30725378939236525
2023-02-28,KTB,premarket,"Kontoor Brands, Inc. Common Stock ",,2023-02-27,2023-02-28,KTB,2023-02-28,52.150001525878906,52.150001525878906,52.970001220703125,48.38999938964844,48.959999084472656,2086800.0,0.19885060979031977,0.19885060979031977,0.18342277048791233,0.11755196864371653,0.09383380072467329,4.015140591204037
2023-02-28,LIND,premarket,Lindblad Expeditions Holdings Inc.  - Common Stock,,2023-02-27,2023-02-28,LIND,2023-02-28,8.579999923706055,8.579999923706055,10.569999694824219,8.5,10.350000381469727,1242800.0,-0.20037275957629486,-0.20037275957629486,-0.03558397280705594,-0.19886896559410816,-0.03089886837794653,2.8369867242976228
2023-02-28,LXFR,postmarket,Luxfer Holdings PLC Ordinary Shares,,2023-02-28,2023-03-01,LXFR,2023-03-01,16.030000686645508,16.030000686645508,16.799999237060547,15.65999984741211,16.18000030517578,107900.0,-0.03258895703826625,-0.03258895703826625,-0.00178257200127796,-0.051483971513384685,-0.024713673516642665,-0.12631578947368416
2023-02-28,MARA,premarket,"Marathon Digital Holdings, Inc. - Common Stock",,2023-02-27,2023-02-28,MARA,2023-02-28,7.099999904632568,7.099999904632568,7.789999961853027,7.03000020980835,7.050000190734863,38171800.0,-0.0014065019260264267,-0.0014065019260264267,0.09103642962494485,0.03382353126796467,0.011477819648687992,0.5122815080107126
2023-02-28,MASI,postmarket,Masimo Corporation - Common Stock,,2023-02-28,2023-03-01,MASI,2023-03-01,175.92999267578125,175.92999267578125,184.97000122070312,172.64999389648438,180.8699951171875,641800.0,0.05152110001178323,0.05152110001178323,0.08366042870143398,0.036563379125580386,0.08027237071814275,0.11249783324666329
2023-02-28,MBI,postmarket,MBIA Inc. Common Stock,,2023-02-28,2023-03-01,MBI,2023-03-01,12.25,12.25,14.0,11.670000076293945,13.930000305175781,1003100.0,-0.11167512444619976,-0.11167512444619976,0.0071942722456204145,-0.14630577826172309,0.015306124931472098,1.482920792079208
2023-02-28,MCHX,premarket,"Marchex, Inc. - Class B Common Stock",,2023-02-27,2023-02-28,MCHX,2023-02-28,2.0999999046325684,2.0999999046325684,2.1600000858306885,2.0799999237060547,2.0999999046325684,64800.0,0.014492740269210325,0.014492740269210325,0.01886802001456611,0.009708728874782357,0.019417457749564715,-0.4065934065934066
2023-02-28,MEC,postmarket,"Mayville Engineering Company, Inc. Common Stock",,2023-02-28,2023-03-01,MEC,2023-03-01,15.40999984741211,15.40999984741211,15.699999809265137,14.550000190734863,15.619999885559082,212500.0,-0.04993831690704709,-0.04993831690704709,-0.048484860044537115,-0.08662900740764867,-0.03281732170216756,3.2246520874751488
2023-02-28,MEG,postmarket,"Montrose Environmental Group, Inc. Common Stock",,2023-02-28,2023-03-01,MEG,2023-03-01,43.45000076293945,43.45000076293945,45.0099983215332,28.795000076293945,41.540000915527344,2209400.0,-0.107619593583129,-0.107619593583129,-0.12737501505023008,-0.40555324333934073,-0.17742572444500304,9.505943889681408
2023-02-28,MPLN,premarket,MultiPlan Corporation Class A Common Stock,,2023-02-27,2023-02-28,MPLN,2023-02-28,1.0099999904632568,1.0099999904632568,1.059999942779541,0.9010000228881836,1.0299999713897705,3041200.0,0.009999990463256836,0.009999990463256836,-0.03636370926848953,-0.0989999771118164,-0.01904760174740394,0.771022594921966
2023-02-28,MQ,postmarket,"Marqeta, Inc. - Class A Common Stock",,2023-02-28,2023-03-01,MQ,2023-03-01,4.5,4.5,4.78000020980835,4.269999980926514,4.760000228881836,35184400.0,-0.2241379565489553,-0.2241379565489553,-0.1829059337209381,-0.24304198956655576,-0.17073163437520877,2.170851282421009
2023-02-28,MYGN,postmarket,"Myriad Genetics, Inc. - Common Stock",,2023-02-28,2023-03-01,MYGN,2023-03-01,21.420000076293945,21.420000076293945,22.489999771118164,19.260000228881836,19.649999618530273,1045100.0,0.13213530602108214,0.13213530602108214,0.15333332159580326,0.04673916457506189,0.057588788978358174,-0.2593196314670446
2023-02-28,NCLH,premarket,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,,2023-02-27,2023-02-28,NCLH,2023-02-28,14.819999694824219,14.819999694824219,15.789999961853027,14.449999809265137,15.699999809265137,46634800.0,-0.10181820031368372,-0.10181820031368372,-0.06733610884662755,-0.12104626886537706,-0.05705704690874913,3.232639613719493
2023-02-28,NFE,premarket,New Fortress Energy Inc. - Class A Common Stock,,2023-02-27,2023-02-28,NFE,2023-02-28,32.9900016784668,32.9900016784668,38.5,32.5,38.349998474121094,8919000.0,-0.14842539367250662,-0.14842539367250662,-0.022098017665430403,-0.15518588591804594,-0.011088198006992789,4.261326097215668
2023-02-28,NTRA,postmarket,"Natera, Inc. - Common Stock",,2023-02-28,2023-03-01,NTRA,2023-03-01,54.279998779296875,54.279998779296875,54.4900016784668,48.93000030517578,48.93000030517578,2984600.0,0.11802264948054497,0.11802264948054497,0.09472626836860032,0.04117462319970766,0.03358682187289719,0.12038740192950192
2023-02-28,NXST,premarket,"Nexstar Media Group, Inc. - Common Stock",,2023-02-27,2023-02-28,NXST,2023-02-28,185.89999389648438,185.89999389648438,189.0,180.02000427246094,184.74000549316406,898100.0,-0.03328137833440836,-0.03328137833440836,-0.020014521404830843,-0.03386463530610073,-0.03514908698298669,0.034915879234846736
2023-02-28,OCGN,premarket,"Ocugen, Inc. - Common Stock",,2023-02-27,2023-02-28,OCGN,2023-02-28,0.9959999918937683,0.9959999918937683,1.0299999713897705,0.949999988079071,0.9750000238418579,10817100.0,0.02049178350591707,0.02049178350591707,0.019801961500356402,-0.005235597192677299,0.015625047536257375,1.0383470264566217
2023-02-28,OMCL,premarket,"Omnicell, Inc. - Common Stock",,2023-02-27,2023-02-28,OMCL,2023-02-28,54.439998626708984,54.439998626708984,55.11000061035156,52.369998931884766,52.66999816894531,858500.0,0.027945611174873486,0.027945611174873486,0.0003630506028005076,0.004026056079121654,-0.04392815351133916,0.9974406700791065
2023-02-28,OMI,premarket,"Owens & Minor, Inc. Common Stock",,2023-02-27,2023-02-28,OMI,2023-02-28,15.329999923706055,15.329999923706055,16.600000381469727,15.100000381469727,16.600000381469727,5302000.0,-0.21825602006285594,-0.21825602006285594,-0.16119254100462044,-0.20776491056826285,-0.15821496148693504,3.980274281420252
2023-02-28,ONTF,postmarket,"ON24, Inc. Common Stock",,2023-02-28,2023-03-01,ONTF,2023-03-01,7.820000171661377,7.820000171661377,9.510000228881836,7.599999904632568,9.510000228881836,927600.0,-0.18879669158124246,-0.18879669158124246,-0.023613916595597972,-0.20293654680075512,-0.013485488569610293,2.6234375
2023-02-28,OSPN,postmarket,OneSpan Inc. - Common Stock,,2023-02-28,2023-03-01,OSPN,2023-03-01,16.549999237060547,16.549999237060547,16.739999771118164,14.90999984741211,14.979999542236328,842800.0,0.22411232815875692,0.22411232815875692,0.20258618386265237,0.13816789414011565,0.14351138213903458,0.6062511911568516
2023-02-28,PAYO,postmarket,Payoneer Global Inc. - Common Stock,,2023-02-28,2023-03-01,PAYO,2023-03-01,6.599999904632568,6.599999904632568,6.760000228881836,6.320000171661377,6.360000133514404,8234800.0,0.1379309806188722,0.1379309806188722,0.14576273213786228,0.10683014526079826,0.11383539247372254,1.306860520491918
2023-02-28,PRFT,premarket,"Perficient, Inc. - Common Stock",,2023-02-27,2023-02-28,PRFT,2023-02-28,70.80000305175781,70.80000305175781,71.75,68.29000091552734,69.41999816894531,378800.0,0.010850972676986093,0.010850972676986093,0.005747178064986924,-0.018257571702710695,-0.02376603047251602,0.6448111159357359
2023-02-28,REAL,postmarket,"The RealReal, Inc. - Common Stock",,2023-02-28,2023-03-01,REAL,2023-03-01,1.4900000095367432,1.4900000095367432,1.5299999713897705,1.3300000429153442,1.440000057220459,7045000.0,0.10370369127584933,0.10370369127584933,0.08510638837525097,0.027027094201208968,0.08270677500430446,1.3657611068202424
2023-02-28,RIVN,postmarket,"Rivian Automotive, Inc. - Class A Common Stock",,2023-02-28,2023-03-01,RIVN,2023-03-01,15.760000228881836,15.760000228881836,17.68000030517578,15.5600004196167,17.649999618530273,87442100.0,-0.18341964498014485,-0.18341964498014485,-0.10526315281443477,-0.16028063448315333,-0.04749061173804747,1.4068112443608918
2023-02-28,RKT,premarket,"Rocket Companies, Inc. Class A Common Stock",,2023-02-27,2023-02-28,RKT,2023-02-28,7.860000133514404,7.860000133514404,8.038000106811523,7.820000171661377,7.889999866485596,3799600.0,-0.002538068608636368,-0.002538068608636368,0.00475001335144043,-0.0012771075532711507,-0.005044131490404724,0.5111358574610245
2023-02-28,ROG,postmarket,Rogers Corporation Common Stock,,2023-02-28,2023-03-01,ROG,2023-03-01,154.66000366210938,154.66000366210938,162.52000427246094,149.1999969482422,153.16000366210938,588500.0,0.05067939448728542,0.05067939448728542,0.0751521588722952,0.022758376434773853,0.031658337166188266,0.7473277909738718
2023-02-28,RRGB,postmarket,"Red Robin Gourmet Burgers, Inc. - Common Stock",,2023-02-28,2023-03-01,RRGB,2023-03-01,10.819999694824219,10.819999694824219,11.489999771118164,9.239999771118164,9.739999771118164,3163800.0,0.2714452883447105,0.2714452883447105,0.3176604838606485,0.09869202601251637,0.14858494067200745,23.15114503816794
2023-02-28,RYAN,postmarket,"Ryan Specialty Holdings, Inc. Class A Common Stock",,2023-02-28,2023-03-01,RYAN,2023-03-01,41.380001068115234,41.380001068115234,42.84000015258789,39.36000061035156,42.84000015258789,2083000.0,-0.01756880062998656,-0.01756880062998656,-0.00046664623142445016,-0.06374881652740239,0.001870950285196793,0.692395190120247
2023-02-28,SCM,postmarket,Stellus Capital Investment Corporation Common Stock,,2023-02-28,2023-03-01,SCM,2023-03-01,15.569999694824219,15.569999694824219,15.670000076293945,15.100000381469727,15.619999885559082,165500.0,-0.00701534491139344,-0.00701534491139344,-0.01755484240247729,-0.033290621504427964,-0.009511767143338568,0.2829457364341086
2023-02-28,SCOR,premarket,"comScore, Inc. - Common Stock",,2023-02-27,2023-02-28,SCOR,2023-02-28,23.200000762939453,23.200000762939453,23.600000381469727,22.600000381469727,23.200000762939453,12155.0,0.0,0.0,-0.008403313529497414,-0.008771879924703185,-0.016949136104436047,0.24730631092868127
2023-02-28,SDGR,postmarket,"Schrodinger, Inc. - Common Stock",,2023-02-28,2023-03-01,SDGR,2023-03-01,24.600000381469727,24.600000381469727,28.260000228881836,24.520000457763672,26.670000076293945,2096900.0,0.13207551310137,0.13207551310137,0.2706834766060342,0.15333961400682905,0.24393653973694773,2.53429967975729
2023-02-28,SHC,premarket,Sotera Health Company - Common Stock,,2023-02-27,2023-02-28,SHC,2023-02-28,16.690000534057617,16.690000534057617,18.030000686645508,16.256999969482422,17.5,1915300.0,-0.02795570996525787,-0.02795570996525787,0.015202728281759281,-0.053174146928052335,-0.006246485323055717,0.7148357059718864
2023-02-28,SHLS,postmarket,"Shoals Technologies Group, Inc. - Class A Common Stock",,2023-02-28,2023-03-01,SHLS,2023-03-01,25.149999618530273,25.149999618530273,25.43000030517578,23.565000534057617,23.940000534057617,4152000.0,0.024857321933389187,0.024857321933389187,0.01516970377999205,-0.02138701791030473,-0.020458264692066574,0.6596714234320662
2023-02-28,SKIN,premarket,The Beauty Health Company - Class A Common Stock,,2023-02-27,2023-02-28,SKIN,2023-02-28,12.609999656677246,12.609999656677246,13.069999694824219,12.220000267028809,13.0,6049900.0,0.11395759687545293,0.11395759687545293,0.1257536676417803,0.09302324986266397,0.13636367804520777,0.8356949965106046
2023-02-28,SND,postmarket,"Smart Sand, Inc. - Common Stock",,2023-02-28,2023-03-01,SND,2023-03-01,2.0199999809265137,2.0199999809265137,2.049999952316284,1.7999999523162842,1.840000033378601,762900.0,0.14124293937513865,0.14124293937513865,0.11413038865661429,0.03448272554637244,0.039548052658986865,0.5857410101849927
2023-02-28,SNDX,postmarket,"Syndax Pharmaceuticals, Inc. - Common Stock",,2023-02-28,2023-03-01,SNDX,2023-03-01,24.860000610351562,24.860000610351562,25.75,23.649999618530273,24.520000457763672,1051500.0,-0.019329379240417777,-0.019329379240417777,0.002725844781633846,-0.029942558136387354,0.005742465209858105,0.28028734932424215
2023-02-28,SRE,premarket,DBA Sempra Common Stock,,2023-02-27,2023-02-28,SRE,2023-02-28,74.9800033569336,74.9800033569336,76.80000305175781,74.25499725341797,76.7300033569336,7263800.0,-0.031766516101726316,-0.031766516101726316,-0.02747876580222741,-0.03640021274388128,-0.01571417414338505,2.045107738744026
2023-02-28,SRPT,postmarket,"Sarepta Therapeutics, Inc. - Common Stock",,2023-02-28,2023-03-01,SRPT,2023-03-01,145.6300048828125,145.6300048828125,152.3000030517578,143.0,144.0,7074100.0,0.19241798213286088,0.19241798213286088,0.2444844457414319,0.21289226589714394,0.21992543953850308,3.3287847264716683
2023-02-28,SVC,postmarket,Service Properties Trust - Shares of Beneficial Interest,,2023-02-28,2023-03-01,SVC,2023-03-01,10.800000190734863,10.800000190734863,11.1899995803833,10.5600004196167,11.020000457763672,1704100.0,-0.01639338424460479,-0.01639338424460479,-0.01235660584867504,-0.033851772664990065,-0.000906552624623358,-0.2855525742076136
