date,symbol,when,security_name,exchange_codes,before_eps_date,after_eps_date
2023-05-11,HAE,premarket,Haemonetics Corporation Common Stock,,2023-05-10,2023-05-11
2023-05-11,HIMX,premarket,"Himax Technologies, Inc. - American depositary shares, each of which represents two ordinary shares.",,2023-05-10,2023-05-11
2023-05-11,HLLY,premarket,Holley Inc. Common Stock,,2023-05-10,2023-05-11
2023-05-11,HROW,postmarket,"Harrow, Inc. - Common Stock",,2023-05-11,2023-05-12
2023-05-11,HRTX,premarket,"Heron Therapeutics, Inc.   - Common Stock",,2023-05-10,2023-05-11
2023-05-11,INDI,postmarket,"indie Semiconductor, Inc. - Class A Common Stock",,2023-05-11,2023-05-12
2023-05-11,IONQ,postmarket,"IonQ, Inc. Common Stock",,2023-05-11,2023-05-12
2023-05-11,JBI,premarket,"Janus International Group, Inc. Common Stock",,2023-05-10,2023-05-11
2023-05-11,KELYA,premarket,"Kelly Services, Inc. - Class A Common Stock",,2023-05-10,2023-05-11
2023-05-11,KINS,postmarket,"Kingstone Companies, Inc - Common Stock",,2023-05-11,2023-05-12
2023-05-11,KLXE,premarket,"KLX Energy Services Holdings, Inc.  - Common Stock",,2023-05-10,2023-05-11
2023-05-11,KOPN,premarket,Kopin Corporation - Common Stock,,2023-05-10,2023-05-11
2023-05-11,LFLY,postmarket,"Leafly Holdings, Inc. - Common Stock",,2023-05-11,2023-05-12
2023-05-11,LFT,postmarket,"Lument Finance Trust, Inc. Common Stock",,2023-05-11,2023-05-12
2023-05-11,LIDR,postmarket,"AEye, Inc. - Class A Common Stock",,2023-05-11,2023-05-12
2023-05-11,LIQT,premarket,"LiqTech International, Inc. - Common Stock",,2023-05-10,2023-05-11
2023-05-11,LIVE,premarket,Live Ventures Incorporated - Common Stock,,2023-05-10,2023-05-11
2023-05-11,MARA,premarket,"Marathon Digital Holdings, Inc. - Common Stock",,2023-05-10,2023-05-11
2023-05-11,MKFG,postmarket,Markforged Holding Corporation Common Stock,,2023-05-11,2023-05-12
2023-05-11,MKTW,premarket,"MarketWise, Inc. - Class A Common Stock",,2023-05-10,2023-05-11
2023-05-11,MRNS,premarket,"Marinus Pharmaceuticals, Inc. - Common Stock",,2023-05-10,2023-05-11
2023-05-11,NICE,premarket,NICE Ltd - American Depositary Shares each representing one Ordinary Share,,2023-05-10,2023-05-11
2023-05-11,NRXP,premarket,"NRX Pharmaceuticals, Inc. - Common Stock",,2023-05-10,2023-05-11
2023-05-11,NVMI,premarket,Nova Ltd. - Ordinary Shares,,2023-05-10,2023-05-11
2023-05-11,NWS,premarket,News Corporation - Class B Common Stock,,2023-05-10,2023-05-11
2023-05-11,OUST,postmarket,"Ouster, Inc. Common Stock",,2023-05-11,2023-05-12
2023-05-11,OWLT,postmarket,"Owlet, Inc. Class A Common Stock",,2023-05-11,2023-05-12
2023-05-11,PGTI,premarket,"PGT Innovations, Inc.",,2023-05-10,2023-05-11
2023-05-11,PHUN,premarket,"Phunware, Inc. - Common Stock",,2023-05-10,2023-05-11
2023-05-11,PLSE,postmarket,"Pulse Biosciences, Inc - Common Stock",,2023-05-11,2023-05-12
2023-05-11,QSI,premarket,Quantum-Si Incorporated - Class A Common Stock,,2023-05-10,2023-05-11
2023-05-11,REAX,premarket,"The Real Brokerage, Inc. - Common Shares",,2023-05-10,2023-05-11
2023-05-11,RKDA,postmarket,"Arcadia Biosciences, Inc. - Common Stock",,2023-05-11,2023-05-12
2023-05-11,RLMD,postmarket,"Relmada Therapeutics, Inc. - Common Stock",,2023-05-11,2023-05-12
2023-05-11,SANM,premarket,Sanmina Corporation - Common Stock,,2023-05-10,2023-05-11
2023-05-11,SANW,premarket,S&W Seed Company - Common Stock,,2023-05-10,2023-05-11
2023-05-11,SDIG,premarket,"Stronghold Digital Mining, Inc. - Class A Common Stock",,2023-05-10,2023-05-11
2023-05-11,SGBX,postmarket,Safe & Green Holdings Corp. - Common Stock,,2023-05-11,2023-05-12
2023-05-11,SILV,postmarket,SilverCrest Metals Inc. Common Shares,,2023-05-11,2023-05-12
2023-05-11,SLF,postmarket,Sun Life Financial Inc. Common Stock,,2023-05-11,2023-05-12
2023-05-11,SLQT,premarket,"SelectQuote, Inc. Common Stock",,2023-05-10,2023-05-11
2023-05-11,SMMT,premarket,Summit Therapeutics Inc.  - Common Stock,,2023-05-10,2023-05-11
2023-05-11,SMSI,premarket,"Smith Micro Software, Inc. - Common Stock",,2023-05-10,2023-05-11
2023-05-11,SOUN,premarket,"SoundHound AI, Inc. - Class A Common Stock",,2023-05-10,2023-05-11
2023-05-11,SURG,premarket,"SurgePays, Inc. - Common Stock",,2023-05-10,2023-05-11
2023-05-11,TK,premarket,Teekay Corporation Common Stock,,2023-05-10,2023-05-11
2023-05-11,TRVI,premarket,"Trevi Therapeutics, Inc. - Common Stock",,2023-05-10,2023-05-11
2023-05-11,URGN,premarket,UroGen Pharma Ltd. - Ordinary Shares,,2023-05-10,2023-05-11
2023-05-11,USFD,premarket,US Foods Holding Corp. Common Stock,,2023-05-10,2023-05-11
2023-05-11,UTZ,premarket,Utz Brands Inc Class A Common Stock ,,2023-05-10,2023-05-11
2023-05-11,VINP,postmarket,Vinci Partners Investments Ltd. - Class A Common Shares,,2023-05-11,2023-05-12
2023-05-11,VNRX,premarket,VolitionRX Limited Common Stock,,2023-05-10,2023-05-11
2023-05-11,WEST,postmarket,Westrock Coffee Company - Common Stock,,2023-05-11,2023-05-12
2023-05-11,XELA,premarket,"Exela Technologies, Inc. - Common Stock",,2023-05-10,2023-05-11
2023-05-11,YETI,premarket,"YETI Holdings, Inc. Common Stock",,2023-05-10,2023-05-11
2023-05-12,AIRS,premarket,"AirSculpt Technologies, Inc. - Common Stock",,2023-05-11,2023-05-12
2023-05-12,CAAS,premarket,"China Automotive Systems, Inc. - Common Stock",,2023-05-11,2023-05-12
2023-05-12,CPG,premarket,Crescent Point Energy Corporation Ordinary Shares (Canada),,2023-05-11,2023-05-12
2023-05-12,DCTH,premarket,"Delcath Systems, Inc. - Common Stock",,2023-05-11,2023-05-12
2023-05-12,DDL,premarket,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),,2023-05-11,2023-05-12
2023-05-12,EAST,postmarket,"Eastside Distilling, Inc. - Common Stock",,2023-05-12,2023-05-15
2023-05-12,LFMD,premarket,"LifeMD, Inc. - Common Stock",,2023-05-11,2023-05-12
2023-05-12,NYC,premarket,American Strategic Investment Co. Class A Common Stock,,2023-05-11,2023-05-12
2023-05-12,SHCO,premarket,Soho House & Co Inc. Class A Common Stock,,2023-05-11,2023-05-12
2023-05-12,SPB,premarket,"Spectrum Brands Holdings, Inc. Common Stock",,2023-05-11,2023-05-12
2023-05-15,ADN,premarket,"Advent Technologies Holdings, Inc. - Class A Common Stock",,2023-05-12,2023-05-15
2023-05-15,AMPS,premarket,"Altus Power, Inc. Class A Common Stock",,2023-05-12,2023-05-15
2023-05-15,ASTR,postmarket,"Astra Space, Inc. - Class A Common Stock",,2023-05-15,2023-05-16
2023-05-15,BCLI,premarket,Brainstorm Cell Therapeutics Inc. - Common Stock,,2023-05-12,2023-05-15
2023-05-15,CGEN,premarket,Compugen Ltd. - Ordinary Shares,,2023-05-12,2023-05-15
2023-05-15,CMRE,premarket,Costamare Inc. Common Stock $0.0001 par value,,2023-05-12,2023-05-15
2023-05-15,CSSE,postmarket,"Chicken Soup for the Soul Entertainment, Inc. - Class A Common Stock",,2023-05-15,2023-05-16
2023-05-15,DAC,postmarket,Danaos Corporation Common Stock,,2023-05-15,2023-05-16
2023-05-15,DFLI,postmarket,Dragonfly Energy Holdings Corp - Common Stock,,2023-05-15,2023-05-16
2023-05-15,DMAC,postmarket,DiaMedica Therapeutics Inc. - Common Stock,,2023-05-15,2023-05-16
2023-05-15,FATH,premarket,Fathom Digital Manufacturing Corporation Class A Common Stock,,2023-05-12,2023-05-15
2023-05-15,FLNT,postmarket,"Fluent, Inc. - Common Stock",,2023-05-15,2023-05-16
2023-05-15,FREY,premarket,"FREYR Battery, Inc. Common Stock",,2023-05-12,2023-05-15
2023-05-15,FSM,postmarket,Fortuna Silver Mines Inc Ordinary Shares (Canada),,2023-05-15,2023-05-16
2023-05-15,GMDA,premarket,Gamida Cell Ltd. - Ordinary Shares,,2023-05-12,2023-05-15
2023-05-15,GOEV,postmarket,Canoo Inc.  - Class A Common Stock,,2023-05-15,2023-05-16
2023-05-15,GRND,premarket,Grindr Inc. Common Stock,,2023-05-12,2023-05-15
2023-05-15,HOFV,postmarket,Hall of Fame Resort & Entertainment Company - Common Stock,,2023-05-15,2023-05-16
2023-05-15,ICAD,postmarket,icad inc. - Common Stock,,2023-05-15,2023-05-16
2023-05-15,ICMB,postmarket,"Investcorp Credit Management BDC, Inc. - Common Stock",,2023-05-15,2023-05-16
2023-05-15,INVO,postmarket,"INVO BioScience, Inc. - Common Stock",,2023-05-15,2023-05-16
2023-05-15,ISUN,premarket,"iSun, Inc. - Common Stock",,2023-05-12,2023-05-15
2023-05-15,IZEA,premarket,"IZEA Worldwide, Inc. - Common Stock",,2023-05-12,2023-05-15
2023-05-15,KULR,premarket,"KULR Technology Group, Inc. Common Stock",,2023-05-12,2023-05-15
2023-05-15,LICY,premarket,Li-Cycle Holdings Corp. Common Shares,,2023-05-12,2023-05-15
2023-05-15,LLAP,premarket,Terran Orbital Corporation Common Stock,,2023-05-12,2023-05-15
2023-05-15,LNSR,premarket,"LENSAR, Inc. - Common Stock",,2023-05-12,2023-05-15
2023-05-15,LNZA,premarket,"LanzaTech Global, Inc. - Common Stock",,2023-05-12,2023-05-15
2023-05-15,MNDY,premarket,monday.com Ltd. - Ordinary Shares,,2023-05-12,2023-05-15
2023-05-15,MOVE,premarket,Movano Inc. - Common Stock,,2023-05-12,2023-05-15
2023-05-15,NGS,postmarket,"Natural Gas Services Group, Inc. Common Stock",,2023-05-15,2023-05-16
2023-05-15,PDSB,premarket,PDS Biotechnology Corporation - Common Stock,,2023-05-12,2023-05-15
2023-05-15,PPSI,premarket,"Pioneer Power Solutions, Inc. - Common Stock",,2023-05-12,2023-05-15
2023-05-15,QRHC,postmarket,Quest Resource Holding Corporation - Common Stock,,2023-05-15,2023-05-16
2023-05-15,RMTI,premarket,"Rockwell Medical, Inc. - Common Stock",,2023-05-12,2023-05-15
2023-05-15,SACH,premarket,Sachem Capital Corp. Common Shares,,2023-05-12,2023-05-15
2023-05-15,SASI,postmarket,"Sigma Additive Solutions, Inc. - Common Stock",,2023-05-15,2023-05-16
2023-05-15,SHPW,postmarket,"Shapeways Holdings, Inc. - Common Stock",,2023-05-15,2023-05-16
2023-05-15,SOHU,premarket,Sohu.com Limited  - American Depositary Shares,,2023-05-12,2023-05-15
2023-05-15,SPRU,postmarket,Spruce Power Holding Corporation Class A Common Stock,,2023-05-15,2023-05-16
2023-05-15,TPG,premarket,TPG Inc. - Class A Common Stock,,2023-05-12,2023-05-15
2023-05-15,TSEM,premarket,Tower Semiconductor Ltd. - Ordinary Shares,,2023-05-12,2023-05-15
2023-05-15,VOXX,postmarket,VOXX International Corporation - Class A Common Stock,,2023-05-15,2023-05-16
2023-05-15,WKHS,premarket,"Workhorse Group, Inc. - Common Stock",,2023-05-12,2023-05-15
2023-05-16,ALLT,premarket,Allot Ltd. - Ordinary Shares,,2023-05-15,2023-05-16
2023-05-16,BIDU,premarket,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",,2023-05-15,2023-05-16
2023-05-16,BVS,premarket,Bioventus Inc. - Class A Common Stock,,2023-05-15,2023-05-16
2023-05-16,CPRT,premarket,"Copart, Inc. - Common Stock",,2023-05-15,2023-05-16
2023-05-16,DOCS,postmarket,"Doximity, Inc. Class A Common Stock",,2023-05-16,2023-05-17
2023-05-16,ENSV,premarket,Enservco Corporation Common Stock,,2023-05-15,2023-05-16
2023-05-16,HD,premarket,"Home Depot, Inc. (The) Common Stock",,2023-05-15,2023-05-16
2023-05-16,HUYA,premarket,"HUYA Inc. American depositary shares, each  representing one Class A ordinary share",,2023-05-15,2023-05-16
2023-05-16,IQ,premarket,"iQIYI, Inc. - American Depositary Shares",,2023-05-15,2023-05-16
2023-05-16,KD,postmarket,"Kyndryl Holdings, Inc. Common Stock",,2023-05-16,2023-05-17
2023-05-16,KEYS,postmarket,Keysight Technologies Inc. Common Stock,,2023-05-16,2023-05-17
2023-05-16,PGY,premarket,Pagaya Technologies Ltd. - Class A Ordinary Shares,,2023-05-15,2023-05-16
2023-05-16,PTN,premarket,"Palatin Technologies, Inc. Common Stock",,2023-05-15,2023-05-16
2023-05-16,QUIK,premarket,QuickLogic Corporation - Common Stock,,2023-05-15,2023-05-16
2023-05-16,SSYS,premarket,"Stratasys, Ltd. - Common Stock",,2023-05-15,2023-05-16
2023-05-16,TCS,postmarket,Container Store (The) Common Stock,,2023-05-16,2023-05-17
2023-05-16,WISA,premarket,"WiSA Technologies, Inc. - Common Stock",,2023-05-15,2023-05-16
2023-05-16,XNET,premarket,Xunlei Limited - American Depositary Shares,,2023-05-15,2023-05-16
2023-05-16,YSG,premarket,"Yatsen Holding Limited American Depositary Shares, each representing four Class A ordinary shares",,2023-05-15,2023-05-16
2023-05-17,ARBE,premarket,Arbe Robotics Ltd. - Ordinary Shares,,2023-05-16,2023-05-17
2023-05-17,ARCO,premarket,Arcos Dorados Holdings Inc. Class A Shares,,2023-05-16,2023-05-17
2023-05-17,BOOT,postmarket,"Boot Barn Holdings, Inc. Common Stock",,2023-05-17,2023-05-18
2023-05-17,BOWL,postmarket,Bowlero Corp. Class A Common Stock,,2023-05-17,2023-05-18
2023-05-17,CSCO,postmarket,"Cisco Systems, Inc. - Common Stock",,2023-05-17,2023-05-18
2023-05-17,DT,premarket,"Dynatrace, Inc. Common Stock",,2023-05-16,2023-05-17
2023-05-17,FINV,postmarket,FinVolution Group American Depositary Shares,,2023-05-17,2023-05-18
2023-05-17,INVZ,premarket,Innoviz Technologies Ltd. - Ordinary shares,,2023-05-16,2023-05-17
2023-05-17,RLX,premarket,"RLX Technology Inc. American Depositary Shares, each representing the right to receive one (1) Class A ordinary share",,2023-05-16,2023-05-17
2023-05-17,SNPS,postmarket,"Synopsys, Inc. - Common Stock",,2023-05-17,2023-05-18
2023-05-17,TTWO,postmarket,"Take-Two Interactive Software, Inc. - Common Stock",,2023-05-17,2023-05-18
2023-05-17,VSAT,postmarket,"ViaSat, Inc. - Common Stock",,2023-05-17,2023-05-18
2023-05-17,WIX,premarket,Wix.com Ltd. - Ordinary Shares,,2023-05-16,2023-05-17
2023-05-18,BEKE,premarket,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),,2023-05-17,2023-05-18
2023-05-18,BRC,premarket,Brady Corporation Common Stock,,2023-05-17,2023-05-18
2023-05-18,CSIQ,premarket,Canadian Solar Inc. - Common Shares,,2023-05-17,2023-05-18
2023-05-18,CVCO,postmarket,"Cavco Industries, Inc. - Common Stock",,2023-05-18,2023-05-19
2023-05-18,DOLE,premarket,Dole plc Ordinary Shares,,2023-05-17,2023-05-18
2023-05-18,DXC,premarket,DXC Technology Company Common Stock ,,2023-05-17,2023-05-18
2023-05-18,EVGN,premarket,Evogene Ltd. - Ordinary Shares,,2023-05-17,2023-05-18
2023-05-18,EXP,premarket,Eagle Materials Inc Common Stock,,2023-05-17,2023-05-18
2023-05-18,GLOB,postmarket,Globant S.A. Common Shares,,2023-05-18,2023-05-19
2023-05-18,GOOS,premarket,Canada Goose Holdings Inc. Subordinate Voting Shares,,2023-05-17,2023-05-18
2023-05-18,LSPD,premarket,Lightspeed Commerce Inc. Subordinate Voting Shares,,2023-05-17,2023-05-18
2023-05-18,MNRO,premarket,"Monro, Inc.  - Common Stock",,2023-05-17,2023-05-18
2023-05-18,MSGE,premarket,Madison Square Garden Entertainment Corp. Class A Common Stock,,2023-05-17,2023-05-18
2023-05-18,WMT,premarket,Walmart Inc. Common Stock,,2023-05-17,2023-05-18
2023-05-19,CINT,premarket,CI&T Inc Class A Common Shares,,2023-05-18,2023-05-19
2023-05-19,QBTS,premarket,D-Wave Quantum Inc. Common Shares,,2023-05-18,2023-05-19
2023-05-19,RBC,premarket,RBC Bearings Incorporated Common Stock,,2023-05-18,2023-05-19
2023-05-22,CSWC,postmarket,Capital Southwest Corporation - Common Stock,,2023-05-22,2023-05-23
2023-05-22,LU,postmarket,"Lufax Holding Ltd American Depositary Shares, each representing two (2) Ordinary Shares",,2023-05-22,2023-05-23
2023-05-22,NDSN,postmarket,Nordson Corporation - Common Stock,,2023-05-22,2023-05-23
2023-05-22,NIU,premarket,Niu Technologies - American Depositary Shares,,2023-05-19,2023-05-22
2023-05-22,NNOX,premarket,NANO-X IMAGING LTD - Ordinary Shares,,2023-05-19,2023-05-22
2023-05-22,RBT,postmarket,"Rubicon Technologies, Inc. Class A Common Stock",,2023-05-22,2023-05-23
2023-05-22,SY,premarket,So-Young International Inc. - American Depository Shares,,2023-05-19,2023-05-22
2023-05-22,YMM,premarket,Full Truck Alliance Co. Ltd. American Depositary Shares (each representing 20 Class A Ordinary Shares),,2023-05-19,2023-05-22
2023-05-22,ZIM,premarket,ZIM Integrated Shipping Services Ltd. Ordinary Shares,,2023-05-19,2023-05-22
2023-05-23,A,postmarket,"Agilent Technologies, Inc. Common Stock",,2023-05-23,2023-05-24
2023-05-23,AFMD,premarket,Affimed N.V. - Common Stock,,2023-05-22,2023-05-23
2023-05-23,AZO,premarket,"AutoZone, Inc. Common Stock",,2023-05-22,2023-05-23
2023-05-23,BBAR,postmarket,Banco BBVA Argentina S.A. ADS,,2023-05-23,2023-05-24
2023-05-23,BJ,premarket,"BJ's Wholesale Club Holdings, Inc. Common Stock",,2023-05-22,2023-05-23
2023-05-23,BORR,premarket,Borr Drilling Limited Common Shares,,2023-05-22,2023-05-23
2023-05-23,CAAP,postmarket,Corporacion America Airports SA Common Shares,,2023-05-23,2023-05-24
2023-05-23,CTRN,premarket,"Citi Trends, Inc. - Common Stock",,2023-05-22,2023-05-23
2023-05-23,DAVA,premarket,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),,2023-05-22,2023-05-23
2023-05-23,DKS,premarket,Dick's Sporting Goods Inc Common Stock,,2023-05-22,2023-05-23
2023-05-23,HSAI,postmarket,"Hesai Group - American Depositary Share, each ADS represents one Class B ordinary share",,2023-05-23,2023-05-24
2023-05-23,KC,premarket,Kingsoft Cloud Holdings Limited - American Depositary Shares,,2023-05-22,2023-05-23
2023-05-23,LOW,premarket,"Lowe's Companies, Inc. Common Stock",,2023-05-22,2023-05-23
2023-05-23,NMM,premarket,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,,2023-05-22,2023-05-23
2023-05-23,OOMA,postmarket,"Ooma, Inc. Common Stock",,2023-05-23,2023-05-24
2023-05-23,REE,premarket,REE Automotive Ltd. - Class A Ordinary Shares,,2023-05-22,2023-05-23
2023-05-23,TOL,postmarket,"Toll Brothers, Inc. Common Stock",,2023-05-23,2023-05-24
2023-05-23,VFC,premarket,V.F. Corporation Common Stock,,2023-05-22,2023-05-23
2023-05-23,VIPS,premarket,"Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares",,2023-05-22,2023-05-23
2023-05-23,WSM,premarket,"Williams-Sonoma, Inc. Common Stock (DE)",,2023-05-22,2023-05-23
2023-05-23,ZEPP,premarket,Zepp Health Corporation American Depositary Shares,,2023-05-22,2023-05-23
2023-05-24,ADI,premarket,"Analog Devices, Inc. - Common Stock",,2023-05-23,2023-05-24
2023-05-24,AEO,premarket,"American Eagle Outfitters, Inc. Common Stock",,2023-05-23,2023-05-24
2023-05-24,ANF,premarket,Abercrombie & Fitch Company Common Stock,,2023-05-23,2023-05-24
2023-05-24,APPS,premarket,"Digital Turbine, Inc. - Common Stock",,2023-05-23,2023-05-24
2023-05-24,BLRX,premarket,BioLineRx Ltd. - American Depositary Shares,,2023-05-23,2023-05-24
2023-05-24,CLGN,premarket,CollPlant Biotechnologies Ltd. - Ordinary Shares,,2023-05-23,2023-05-24
2023-05-24,ELF,premarket,"e.l.f. Beauty, Inc. Common Stock",,2023-05-23,2023-05-24
2023-05-24,EXAI,premarket,Exscientia Plc - American Depositary Shares,,2023-05-23,2023-05-24
2023-05-24,EXPR,premarket,"Express, Inc. Common Stock",,2023-05-23,2023-05-24
2023-05-24,FUTU,premarket,Futu Holdings Limited - American Depositary Shares,,2023-05-23,2023-05-24
2023-05-24,GES,premarket,"Guess?, Inc. Common Stock",,2023-05-23,2023-05-24
2023-05-24,ITRN,premarket,Ituran Location and Control Ltd. - Ordinary Shares,,2023-05-23,2023-05-24
2023-05-24,MOD,postmarket,Modine Manufacturing Company Common Stock,,2023-05-24,2023-05-25
2023-05-24,PATH,postmarket,"UiPath, Inc. Class A Common Stock",,2023-05-24,2023-05-25
2023-05-24,PGRU,premarket,PropertyGuru Group Limited Ordinary Shares,,2023-05-23,2023-05-24
2023-05-24,PLAB,premarket,"Photronics, Inc. - Common Stock",,2023-05-23,2023-05-24
2023-05-24,RAMP,postmarket,"LiveRamp Holdings, Inc. Common Stock",,2023-05-24,2023-05-25
2023-05-24,RRGB,postmarket,"Red Robin Gourmet Burgers, Inc. - Common Stock",,2023-05-24,2023-05-25
2023-05-24,SCVL,premarket,"Shoe Carnival, Inc. - Common Stock",,2023-05-23,2023-05-24
2023-05-24,SGHC,premarket,Super Group (SGHC) Limited Ordinary Shares,,2023-05-23,2023-05-24
2023-05-24,SPLK,postmarket,Splunk Inc. - Common Stock,,2023-05-24,2023-05-25
2023-05-24,VNET,postmarket,"VNET Group, Inc. - American Depositary Shares",,2023-05-24,2023-05-25
2023-05-24,XPEV,premarket,"XPeng Inc. American depositary shares, each representing two Class A ordinary shares",,2023-05-23,2023-05-24
2023-05-25,ADSK,premarket,"Autodesk, Inc. - Common Stock",,2023-05-24,2023-05-25
2023-05-25,AMWD,premarket,American Woodmark Corporation - Common Stock,,2023-05-24,2023-05-25
2023-05-25,BBW,premarket,"Build-A-Bear Workshop, Inc. Common Stock",,2023-05-24,2023-05-25
2023-05-25,BZUN,premarket,Baozun Inc. - American Depositary Shares,,2023-05-24,2023-05-25
2023-05-25,CMCO,premarket,Columbus McKinnon Corporation - Common Stock,,2023-05-24,2023-05-25
2023-05-25,CSWI,premarket,"CSW Industrials, Inc. - Common Stock",,2023-05-24,2023-05-25
2023-05-25,DAO,premarket,"Youdao, Inc. American Depositary Shares, each representing one Class A Ordinary Share",,2023-05-24,2023-05-25
2023-05-25,DECK,premarket,Deckers Outdoor Corporation Common Stock,,2023-05-24,2023-05-25
2023-05-25,DOMO,postmarket,"Domo, Inc. - Class B Common Stock",,2023-05-25,2023-05-26
2023-05-25,GCO,premarket,Genesco Inc. Common Stock,,2023-05-24,2023-05-25
2023-05-25,GPS,premarket,"Gap, Inc. (The) Common Stock",,2023-05-24,2023-05-25
2023-05-25,ME,postmarket,23andMe Holding Co. - Common Stock,,2023-05-25,2023-05-26
2023-05-25,MIXT,premarket,"MiX Telematics Limited American Depositary Shares, each representing 25 Ordinary Shares",,2023-05-24,2023-05-25
2023-05-25,MOV,premarket,Movado Group Inc. Common Stock,,2023-05-24,2023-05-25
2023-05-25,MRVL,premarket,"Marvell Technology, Inc. - Common Stock",,2023-05-24,2023-05-25
2023-05-25,NTES,premarket,"NetEase, Inc. - American Depositary Shares, each representing 5 ordinary shares",,2023-05-24,2023-05-25
2023-05-25,REX,premarket,REX American Resources Corporation,,2023-05-24,2023-05-25
2023-05-25,RH,postmarket,RH Common Stock,,2023-05-25,2023-05-26
2023-05-25,SHIP,premarket,Seanergy Maritime Holdings Corp. - Common Stock,,2023-05-24,2023-05-25
2023-05-25,ULTA,postmarket,"Ulta Beauty, Inc. - Common Stock",,2023-05-25,2023-05-26
2023-05-25,WDAY,postmarket,"Workday, Inc. - Class A Common Stock",,2023-05-25,2023-05-26
2023-05-26,BAH,premarket,Booz Allen Hamilton Holding Corporation Common Stock,,2023-05-25,2023-05-26
2023-05-26,BKE,premarket,"Buckle, Inc. (The) Common Stock",,2023-05-25,2023-05-26
2023-05-26,HIBB,premarket,"Hibbett, Inc. - Common Stock",,2023-05-25,2023-05-26
2023-05-26,KNOP,premarket,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,,2023-05-25,2023-05-26
2023-05-26,LITB,premarket,"LightInTheBox Holding Co., Ltd. American Depositary Shares, each representing 2 ordinary shares",,2023-05-25,2023-05-26
2023-05-26,PDD,premarket,PDD Holdings Inc. - American Depositary Shares,,2023-05-25,2023-05-26
2023-05-30,AMBA,postmarket,"Ambarella, Inc. - Ordinary Shares",,2023-05-30,2023-05-31
2023-05-30,API,postmarket,"Agora, Inc. - ADS",,2023-05-30,2023-05-31
2023-05-30,BOX,premarket,"Box, Inc. Class A Common Stock",,2023-05-26,2023-05-30
2023-05-30,ESLT,premarket,Elbit Systems Ltd. - Ordinary Shares,,2023-05-26,2023-05-30
2023-05-30,HPQ,premarket,HP Inc. Common Stock,,2023-05-26,2023-05-30
2023-05-30,SKY,premarket,Skyline Champion Corporation Common Stock,,2023-05-26,2023-05-30
2023-05-30,SPWH,premarket,"Sportsman's Warehouse Holdings, Inc. - Common Stock",,2023-05-26,2023-05-30
2023-05-30,TIGR,premarket,UP Fintech Holding Limited - American Depositary Shares representing fifteen Class A Ordinary Shares,,2023-05-26,2023-05-30
2023-05-30,TNP,premarket,Tsakos Energy Navigation Ltd Common Shares,,2023-05-26,2023-05-30
2023-05-30,UHAL,postmarket,U-Haul Holding Company Common Stock,,2023-05-30,2023-05-31
2023-05-31,AAP,premarket,Advance Auto Parts Inc.,,2023-05-30,2023-05-31
2023-05-31,CAE,premarket,CAE Inc. Ordinary Shares,,2023-05-30,2023-05-31
2023-05-31,CHWY,postmarket,"Chewy, Inc. Class A Common Stock",,2023-05-31,2023-06-01
2023-05-31,CPRI,premarket,Capri Holdings Limited Ordinary Shares,,2023-05-30,2023-05-31
2023-05-31,CRM,postmarket,"Salesforce, Inc. Common Stock",,2023-05-31,2023-06-01
2023-05-31,DCI,premarket,"Donaldson Company, Inc. Common Stock",,2023-05-30,2023-05-31
2023-05-31,EH,premarket,EHang Holdings Limited - ADS,,2023-05-30,2023-05-31
2023-05-31,HOV,premarket,"Hovnanian Enterprises, Inc. Class A Common Stock",,2023-05-30,2023-05-31
2023-05-31,JWN,postmarket,"Nordstrom, Inc. Common Stock",,2023-05-31,2023-06-01
2023-05-31,NGL,premarket,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,,2023-05-30,2023-05-31
2023-05-31,NTAP,postmarket,"NetApp, Inc. - Common Stock",,2023-05-31,2023-06-01
2023-05-31,PHR,postmarket,"Phreesia, Inc. Common Stock",,2023-05-31,2023-06-01
2023-05-31,PSTG,premarket,"Pure Storage, Inc. Class A Common Stock",,2023-05-30,2023-05-31
2023-05-31,TDCX,postmarket,"TDCX Inc. American Depositary Shares, each representing one Class A ordinary share",,2023-05-31,2023-06-01
2023-05-31,VEEV,postmarket,Veeva Systems Inc. Class A Common Stock,,2023-05-31,2023-06-01
2023-06-01,ASAN,postmarket,"Asana, Inc. Class A Common Stock",,2023-06-01,2023-06-02
2023-06-01,AVGO,postmarket,Broadcom Inc. - Common Stock,,2023-06-01,2023-06-02
2023-06-01,BARK,postmarket,"BARK, Inc. Class A Common Stock",,2023-06-01,2023-06-02
2023-06-01,BILI,premarket,Bilibili Inc. - American Depositary Shares,,2023-05-31,2023-06-01
2023-06-01,CAL,premarket,"Caleres, Inc. Common Stock",,2023-05-31,2023-06-01
2023-06-01,CHPT,postmarket,"ChargePoint Holdings, Inc. Common Stock",,2023-06-01,2023-06-02
2023-06-01,CONN,premarket,"Conn's, Inc. - Common Stock",,2023-05-31,2023-06-01
