date,symbol,when,security_name,exchange_codes,before_eps_date,after_eps_date
2023-01-31,MCO,premarket,Moody's Corporation Common Stock,,2023-01-30,2023-01-31
2023-01-31,MDC,premarket,"M.D.C. Holdings, Inc. Common Stock",,2023-01-30,2023-01-31
2023-01-31,MPC,premarket,Marathon Petroleum Corporation Common Stock,,2023-01-30,2023-01-31
2023-01-31,MPLX,premarket,MPLX LP Common Units Representing Limited Partner Interests,,2023-01-30,2023-01-31
2023-01-31,MRCY,postmarket,Mercury Systems Inc - Common Stock,,2023-01-31,2023-02-01
2023-01-31,MTCH,postmarket,"Match Group, Inc. - Common Stock",,2023-01-31,2023-02-01
2023-01-31,NEU,premarket,NewMarket Corp Common Stock,,2023-01-30,2023-01-31
2023-01-31,OI,postmarket,"O-I Glass, Inc. Common Stock",,2023-01-31,2023-02-01
2023-01-31,OSK,premarket,Oshkosh Corporation (Holding Company)Common Stock,,2023-01-30,2023-01-31
2023-01-31,PHM,premarket,"PulteGroup, Inc. Common Stock",,2023-01-30,2023-01-31
2023-01-31,PII,premarket,Polaris Inc. Common Stock,,2023-01-30,2023-01-31
2023-01-31,PNR,premarket,Pentair plc. Ordinary Share,,2023-01-30,2023-01-31
2023-01-31,POWL,postmarket,"Powell Industries, Inc. - Common Stock",,2023-01-31,2023-02-01
2023-01-31,PSX,premarket,Phillips 66 Common Stock,,2023-01-30,2023-01-31
2023-01-31,RNR,premarket,RenaissanceRe Holdings Ltd. Common Stock,,2023-01-30,2023-01-31
2023-01-31,SNAP,premarket,Snap Inc. Class A Common Stock,,2023-01-30,2023-01-31
2023-01-31,SPOT,premarket,Spotify Technology S.A. Ordinary Shares,,2023-01-30,2023-01-31
2023-01-31,ST,premarket,Sensata Technologies Holding plc Ordinary Shares,,2023-01-30,2023-01-31
2023-01-31,SYK,premarket,Stryker Corporation Common Stock,,2023-01-30,2023-01-31
2023-01-31,VREX,premarket,Varex Imaging Corporation - Common Stock,,2023-01-30,2023-01-31
2023-01-31,WDC,postmarket,Western Digital Corporation - Common Stock,,2023-01-31,2023-02-01
2023-02-01,AFG,premarket,"American Financial Group, Inc. Common Stock",,2023-01-31,2023-02-01
2023-02-01,AFL,postmarket,AFLAC Incorporated Common Stock,,2023-02-01,2023-02-02
2023-02-01,ALGN,postmarket,"Align Technology, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-01,ALGT,premarket,Allegiant Travel Company - Common Stock,,2023-01-31,2023-02-01
2023-02-01,ARAY,postmarket,Accuray Incorporated - Common Stock,,2023-02-01,2023-02-02
2023-02-01,ATKR,premarket,Atkore Inc. Common Stock,,2023-01-31,2023-02-01
2023-02-01,AVNW,postmarket,"Aviat Networks, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-01,AVT,postmarket,"Avnet, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-01,BHE,postmarket,"Benchmark Electronics, Inc. Common Stock",,2023-02-01,2023-02-02
2023-02-01,BSX,premarket,Boston Scientific Corporation Common Stock,,2023-01-31,2023-02-01
2023-02-01,CCS,postmarket,"Century Communities, Inc. Common Stock",,2023-02-01,2023-02-02
2023-02-01,CHRW,postmarket,"C.H. Robinson Worldwide, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-01,CHX,postmarket,ChampionX Corporation - Common Stock,,2023-02-01,2023-02-02
2023-02-01,CMCO,premarket,Columbus McKinnon Corporation - Common Stock,,2023-01-31,2023-02-01
2023-02-01,CSGS,premarket,"CSG Systems International, Inc. - Common Stock",,2023-01-31,2023-02-01
2023-02-01,CTVA,postmarket,"Corteva, Inc. Common Stock ",,2023-02-01,2023-02-02
2023-02-01,DT,premarket,"Dynatrace, Inc. Common Stock",,2023-01-31,2023-02-01
2023-02-01,EAT,premarket,"Brinker International, Inc. Common Stock",,2023-01-31,2023-02-01
2023-02-01,EGHT,premarket,8x8 Inc - Common stock,,2023-01-31,2023-02-01
2023-02-01,ELF,premarket,"e.l.f. Beauty, Inc. Common Stock",,2023-01-31,2023-02-01
2023-02-01,ENVA,postmarket,"Enova International, Inc. Common Stock",,2023-02-01,2023-02-02
2023-02-01,EPD,premarket,Enterprise Products Partners L.P. Common Stock,,2023-01-31,2023-02-01
2023-02-01,EVR,premarket,Evercore Inc. Class A Common Stock,,2023-01-31,2023-02-01
2023-02-01,EZPW,postmarket,"EZCORP, Inc. - Class A Non-Voting Common Stock",,2023-02-01,2023-02-02
2023-02-01,FTV,premarket,Fortive Corporation Common Stock ,,2023-01-31,2023-02-01
2023-02-01,GIB,premarket,CGI Inc. Common Stock,,2023-01-31,2023-02-01
2023-02-01,GL,postmarket,Globe Life Inc. Common Stock,,2023-02-01,2023-02-02
2023-02-01,HOLX,postmarket,"Hologic, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-01,IEX,premarket,IDEX Corporation Common Stock,,2023-01-31,2023-02-01
2023-02-01,IVAC,premarket,"Intevac, Inc. - Common Stock",,2023-01-31,2023-02-01
2023-02-01,LFUS,postmarket,"Littelfuse, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-01,LSTR,postmarket,"Landstar System, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-01,MAA,postmarket,"Mid-America Apartment Communities, Inc. Common Stock",,2023-02-01,2023-02-02
2023-02-01,MCK,postmarket,McKesson Corporation Common Stock,,2023-02-01,2023-02-02
2023-02-01,MET,postmarket,"MetLife, Inc. Common Stock",,2023-02-01,2023-02-02
2023-02-01,META,postmarket,"Meta Platforms, Inc. - Class A Common Stock",,2023-02-01,2023-02-02
2023-02-01,MO,premarket,"Altria Group, Inc.",,2023-01-31,2023-02-01
2023-02-01,MOD,postmarket,Modine Manufacturing Company Common Stock,,2023-02-01,2023-02-02
2023-02-01,MTG,postmarket,MGIC Investment Corporation Common Stock,,2023-02-01,2023-02-02
2023-02-01,MTH,postmarket,Meritage Homes Corporation Common Stock,,2023-02-01,2023-02-02
2023-02-01,MUSA,postmarket,Murphy USA Inc. Common Stock,,2023-02-01,2023-02-02
2023-02-01,MXL,postmarket,"MaxLinear, Inc - Common Stock",,2023-02-01,2023-02-02
2023-02-01,NS,premarket,Nustar Energy L.P.  Common Units,,2023-01-31,2023-02-01
2023-02-01,NTGR,postmarket,"NETGEAR, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-01,PTC,postmarket,PTC Inc. - Common Stock,,2023-02-01,2023-02-02
2023-02-01,RRX,postmarket,Regal Rexnord Corporation Common Stock,,2023-02-01,2023-02-02
2023-02-01,RYN,postmarket,Rayonier Inc. REIT Common Stock,,2023-02-01,2023-02-02
2023-02-01,SLAB,premarket,"Silicon Laboratories, Inc. - Common Stock",,2023-01-31,2023-02-01
2023-02-01,SR,premarket,Spire Inc. Common Stock,,2023-01-31,2023-02-01
2023-02-01,TBI,postmarket,"TrueBlue, Inc. Common Stock",,2023-02-01,2023-02-02
2023-02-01,TGI,premarket,"Triumph Group, Inc. Common Stock",,2023-01-31,2023-02-01
2023-02-01,TMO,premarket,Thermo Fisher Scientific Inc Common Stock,,2023-01-31,2023-02-01
2023-02-01,TMUS,premarket,"T-Mobile US, Inc. - Common Stock",,2023-01-31,2023-02-01
2023-02-01,TTEK,postmarket,"Tetra Tech, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-01,WM,premarket,"Waste Management, Inc. Common Stock",,2023-01-31,2023-02-01
2023-02-01,WRK,premarket,Westrock Company Common Stock,,2023-01-31,2023-02-01
2023-02-02,ABG,premarket,Asbury Automotive Group Inc Common Stock,,2023-02-01,2023-02-02
2023-02-02,ALL,premarket,Allstate Corporation (The) Common Stock,,2023-02-01,2023-02-02
2023-02-02,AME,premarket,"AMETEK, Inc.",,2023-02-01,2023-02-02
2023-02-02,AMZN,premarket,"Amazon.com, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-02,APTV,premarket,Aptiv PLC Ordinary Shares,,2023-02-01,2023-02-02
2023-02-02,ARW,premarket,"Arrow Electronics, Inc. Common Stock",,2023-02-01,2023-02-02
2023-02-02,ATGE,premarket,Adtalem Global Education Inc. Common Stock,,2023-02-01,2023-02-02
2023-02-02,AVY,premarket,Avery Dennison Corporation Common Stock,,2023-02-01,2023-02-02
2023-02-02,BCE,premarket,"BCE, Inc. Common Stock",,2023-02-01,2023-02-02
2023-02-02,BILL,postmarket,"BILL Holdings, Inc. Common Stock",,2023-02-02,2023-02-03
2023-02-02,BMY,premarket,Bristol-Myers Squibb Company Common Stock,,2023-02-01,2023-02-02
2023-02-02,BR,premarket,"Broadridge Financial Solutions, Inc. Common Stock",,2023-02-01,2023-02-02
2023-02-02,BSIG,premarket,BrightSphere Investment Group Inc. Common Stock,,2023-02-01,2023-02-02
2023-02-02,BYD,premarket,Boyd Gaming Corporation Common Stock,,2023-02-01,2023-02-02
2023-02-02,BZH,postmarket,"Beazer Homes USA, Inc. Common Stock",,2023-02-02,2023-02-03
2023-02-02,CLFD,premarket,"Clearfield, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-02,CNMD,postmarket,CONMED Corporation Common Stock,,2023-02-02,2023-02-03
2023-02-02,COLM,premarket,Columbia Sportswear Company - Common Stock,,2023-02-01,2023-02-02
2023-02-02,COP,premarket,ConocoPhillips Common Stock,,2023-02-01,2023-02-02
2023-02-02,CPT,postmarket,Camden Property Trust Common Stock,,2023-02-02,2023-02-03
2023-02-02,CRUS,premarket,"Cirrus Logic, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-02,CSWI,premarket,"CSW Industrials, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-02,CTHR,postmarket,Charles & Colvard Ltd. - Common Stock,,2023-02-02,2023-02-03
2023-02-02,CTSH,postmarket,Cognizant Technology Solutions Corporation - Class A Common Stock,,2023-02-02,2023-02-03
2023-02-02,CVCO,postmarket,"Cavco Industries, Inc. - Common Stock",,2023-02-02,2023-02-03
2023-02-02,DECK,premarket,Deckers Outdoor Corporation Common Stock,,2023-02-01,2023-02-02
2023-02-02,DGX,premarket,Quest Diagnostics Incorporated Common Stock,,2023-02-01,2023-02-02
2023-02-02,DLX,premarket,Deluxe Corporation Common Stock,,2023-02-01,2023-02-02
2023-02-02,EL,premarket,"Estee Lauder Companies, Inc. (The) Common Stock",,2023-02-01,2023-02-02
2023-02-02,ENSG,premarket,"The Ensign Group, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-02,FLWS,premarket,"1-800-FLOWERS.COM, Inc. - Class A Common Stock",,2023-02-01,2023-02-02
2023-02-02,GEN,postmarket,Gen Digital Inc. - Common Stock,,2023-02-02,2023-02-03
2023-02-02,GILD,postmarket,"Gilead Sciences, Inc. - Common Stock",,2023-02-02,2023-02-03
2023-02-02,GOOS,premarket,Canada Goose Holdings Inc. Subordinate Voting Shares,,2023-02-01,2023-02-02
2023-02-02,GPRO,postmarket,"GoPro, Inc. - Class A Common Stock",,2023-02-02,2023-02-03
2023-02-02,GTIM,premarket,Good Times Restaurants Inc. - Common Stock,,2023-02-01,2023-02-02
2023-02-02,HBI,premarket,Hanesbrands Inc. Common Stock,,2023-02-01,2023-02-02
2023-02-02,HOG,premarket,"Harley-Davidson, Inc. Common Stock",,2023-02-01,2023-02-02
2023-02-02,HON,premarket,Honeywell International Inc. - Common Stock,,2023-02-01,2023-02-02
2023-02-02,HSY,premarket,The Hershey Company Common Stock,,2023-02-01,2023-02-02
2023-02-02,HUBG,postmarket,"Hub Group, Inc. - Class A Common Stock",,2023-02-02,2023-02-03
2023-02-02,ITI,premarket,"Iteris, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-02,ITW,premarket,Illinois Tool Works Inc. Common Stock,,2023-02-01,2023-02-02
2023-02-02,JHG,premarket,Janus Henderson Group plc Ordinary Shares,,2023-02-01,2023-02-02
2023-02-02,LANC,premarket,Lancaster Colony Corporation - Common Stock,,2023-02-01,2023-02-02
2023-02-02,LAZ,premarket,"Lazard, Inc. Common Stock",,2023-02-01,2023-02-02
2023-02-02,LEA,premarket,Lear Corporation Common Stock,,2023-02-01,2023-02-02
2023-02-02,LPLA,postmarket,LPL Financial Holdings Inc. - Common Stock,,2023-02-02,2023-02-03
2023-02-02,LQDT,premarket,"Liquidity Services, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-02,LSPD,premarket,Lightspeed Commerce Inc. Subordinate Voting Shares,,2023-02-01,2023-02-02
2023-02-02,LVWR,premarket,"LiveWire Group, Inc. Common Stock",,2023-02-01,2023-02-02
2023-02-02,MANH,postmarket,"Manhattan Associates, Inc. - Common Stock",,2023-02-02,2023-02-03
2023-02-02,MRK,premarket,"Merck & Company, Inc. Common Stock (new)",,2023-02-01,2023-02-02
2023-02-02,MTSI,premarket,"MACOM Technology Solutions Holdings, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-02,NGVC,postmarket,"Natural Grocers by Vitamin Cottage, Inc. Common Stock",,2023-02-02,2023-02-03
2023-02-02,NJR,premarket,NewJersey Resources Corporation Common Stock,,2023-02-01,2023-02-02
2023-02-02,OHI,postmarket,"Omega Healthcare Investors, Inc. Common Stock",,2023-02-02,2023-02-03
2023-02-02,ONEW,premarket,OneWater Marine Inc. - Class A Common Stock,,2023-02-01,2023-02-02
2023-02-02,PBH,premarket,Prestige Consumer Healthcare Inc. Common Stock,,2023-02-01,2023-02-02
2023-02-02,PCTY,premarket,Paylocity Holding Corporation - Common Stock,,2023-02-01,2023-02-02
2023-02-02,PENN,premarket,"PENN Entertainment, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-02,PH,premarket,Parker-Hannifin Corporation Common Stock,,2023-02-01,2023-02-02
2023-02-02,QCOM,premarket,QUALCOMM Incorporated - Common Stock,,2023-02-01,2023-02-02
2023-02-02,QMCO,postmarket,Quantum Corporation - Common Stock,,2023-02-02,2023-02-03
2023-02-02,RGA,premarket,"Reinsurance Group of America, Incorporated Common Stock",,2023-02-01,2023-02-02
2023-02-02,SBH,premarket,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",,2023-02-01,2023-02-02
2023-02-02,SBUX,postmarket,Starbucks Corporation - Common Stock,,2023-02-02,2023-02-03
2023-02-02,SIGI,postmarket,"Selective Insurance Group, Inc. - Common Stock",,2023-02-02,2023-02-03
2023-02-02,SIRI,premarket,Sirius XM Holdings Inc. - Common Stock,,2023-02-01,2023-02-02
2023-02-02,SKX,postmarket,"Skechers U.S.A., Inc. Common Stock",,2023-02-02,2023-02-03
2023-02-02,SKYW,postmarket,"SkyWest, Inc. - Common Stock",,2023-02-02,2023-02-03
2023-02-02,SLM,premarket,SLM Corporation - Common Stock,,2023-02-01,2023-02-02
2023-02-02,SNA,premarket,Snap-On Incorporated Common Stock,,2023-02-01,2023-02-02
2023-02-02,SNDR,premarket,"Schneider National, Inc. Common Stock",,2023-02-01,2023-02-02
2023-02-02,SPH,premarket,"Suburban Propane Partners, L.P. Common Stock",,2023-02-01,2023-02-02
2023-02-02,SXC,premarket,"SunCoke Energy, Inc. Common Stock",,2023-02-01,2023-02-02
2023-02-02,SXI,postmarket,Standex International Corporation Common Stock,,2023-02-02,2023-02-03
2023-02-02,SYNA,postmarket,Synaptics Incorporated - Common Stock,,2023-02-02,2023-02-03
2023-02-02,TEAM,postmarket,Atlassian Corporation  - Class A Common Stock,,2023-02-02,2023-02-03
2023-02-02,TECH,premarket,Bio-Techne Corp - Common Stock,,2023-02-01,2023-02-02
2023-02-02,TT,premarket,Trane Technologies plc,,2023-02-01,2023-02-02
2023-02-02,TW,premarket,Tradeweb Markets Inc. - Class A Common Stock,,2023-02-01,2023-02-02
2023-02-02,TWOU,premarket,"2U, Inc. - Common Stock",,2023-02-01,2023-02-02
2023-02-02,VSTO,premarket,Vista Outdoor Inc. Common Stock,,2023-02-01,2023-02-02
2023-02-02,WEC,premarket,"WEC Energy Group, Inc. Common Stock",,2023-02-01,2023-02-02
2023-02-02,WNC,premarket,Wabash National Corporation Common Stock,,2023-02-01,2023-02-02
2023-02-02,X,premarket,United States Steel Corporation Common Stock,,2023-02-01,2023-02-02
2023-02-03,AON,premarket,Aon plc Class A Ordinary Shares (Ireland),,2023-02-02,2023-02-03
2023-02-03,ARCB,premarket,ArcBest Corporation - Common Stock,,2023-02-02,2023-02-03
2023-02-03,AVTR,premarket,"Avantor, Inc. Common Stock",,2023-02-02,2023-02-03
2023-02-03,CHD,premarket,"Church & Dwight Company, Inc. Common Stock",,2023-02-02,2023-02-03
2023-02-03,CI,premarket,The Cigna Group Common Stock,,2023-02-02,2023-02-03
2023-02-03,CPLP,premarket,Capital Product Partners L.P. - Common Units representing limited partner interests,,2023-02-02,2023-02-03
2023-02-03,EAF,premarket,GrafTech International Ltd. Common Stock,,2023-02-02,2023-02-03
2023-02-03,MWA,postmarket,MUELLER WATER PRODUCTS Common Stock,,2023-02-03,2023-02-06
2023-02-03,PIPR,premarket,Piper Sandler Companies Common Stock,,2023-02-02,2023-02-03
2023-02-03,RMR,premarket,The RMR Group Inc. - Class A Common Stock,,2023-02-02,2023-02-03
2023-02-03,SNCY,premarket,"Sun Country Airlines Holdings, Inc. - Common Stock",,2023-02-02,2023-02-03
2023-02-03,TWIN,premarket,"Twin Disc, Incorporated - Common Stock",,2023-02-02,2023-02-03
2023-02-03,TWST,premarket,Twist Bioscience Corporation - Common Stock,,2023-02-02,2023-02-03
2023-02-03,VRTS,premarket,"Virtus Investment Partners, Inc. Common Stock",,2023-02-02,2023-02-03
2023-02-03,WT,premarket,"WisdomTree, Inc. Common Stock",,2023-02-02,2023-02-03
2023-02-03,ZBH,premarket,"Zimmer Biomet Holdings, Inc. Common Stock",,2023-02-02,2023-02-03
2023-02-06,ACT,postmarket,"Enact Holdings, Inc. - Common Stock",,2023-02-06,2023-02-07
2023-02-06,AEMD,premarket,"Aethlon Medical, Inc. - Common Stock",,2023-02-03,2023-02-06
2023-02-06,AMRK,premarket,"A-Mark Precious Metals, Inc. - Common Stock",,2023-02-03,2023-02-06
2023-02-06,AOSL,postmarket,Alpha and Omega Semiconductor Limited - Common Shares,,2023-02-06,2023-02-07
2023-02-06,ARWR,premarket,"Arrowhead Pharmaceuticals, Inc. - Common Stock",,2023-02-03,2023-02-06
2023-02-06,CHGG,postmarket,"Chegg, Inc. Common Stock",,2023-02-06,2023-02-07
2023-02-06,CION,premarket,CION Investment Corporation Common Stock,,2023-02-03,2023-02-06
2023-02-06,CNA,premarket,CNA Financial Corporation Common Stock,,2023-02-03,2023-02-06
2023-02-06,DIOD,premarket,Diodes Incorporated - Common Stock,,2023-02-03,2023-02-06
2023-02-06,ENR,premarket,"Energizer Holdings, Inc. Common Stock",,2023-02-03,2023-02-06
2023-02-06,FN,postmarket,Fabrinet Ordinary Shares,,2023-02-06,2023-02-07
2023-02-06,GHM,premarket,Graham Corporation Common Stock,,2023-02-03,2023-02-06
2023-02-06,GNW,postmarket,Genworth Financial Inc Common Stock,,2023-02-06,2023-02-07
2023-02-06,IDXX,premarket,"IDEXX Laboratories, Inc. - Common Stock",,2023-02-03,2023-02-06
2023-02-06,KE,premarket,"Kimball Electronics, Inc. - Common Stock",,2023-02-03,2023-02-06
2023-02-06,KMT,postmarket,Kennametal Inc. Common Stock,,2023-02-06,2023-02-07
2023-02-06,LEG,postmarket,"Leggett & Platt, Incorporated Common Stock",,2023-02-06,2023-02-07
2023-02-06,NBIX,premarket,"Neurocrine Biosciences, Inc. - Common Stock",,2023-02-03,2023-02-06
2023-02-06,NOV,postmarket,NOV Inc. Common Stock,,2023-02-06,2023-02-07
2023-02-06,NSSC,premarket,"NAPCO Security Technologies, Inc. - Common Stock",,2023-02-03,2023-02-06
2023-02-06,ON,premarket,ON Semiconductor Corporation - Common Stock,,2023-02-03,2023-02-06
2023-02-06,PINS,postmarket,"Pinterest, Inc. Class A Common Stock",,2023-02-06,2023-02-07
2023-02-06,POWI,premarket,"Power Integrations, Inc. - Common Stock",,2023-02-03,2023-02-06
2023-02-06,RMBS,premarket,"Rambus, Inc. - Common Stock",,2023-02-03,2023-02-06
2023-02-06,SKY,postmarket,Skyline Champion Corporation Common Stock,,2023-02-06,2023-02-07
2023-02-06,SPG,postmarket,"Simon Property Group, Inc. Common Stock",,2023-02-06,2023-02-07
2023-02-06,SRDX,postmarket,"Surmodics, Inc. - Common Stock",,2023-02-06,2023-02-07
2023-02-06,SSD,premarket,"Simpson Manufacturing Company, Inc. Common Stock",,2023-02-03,2023-02-06
2023-02-06,SWKS,postmarket,"Skyworks Solutions, Inc. - Common Stock",,2023-02-06,2023-02-07
2023-02-06,TFII,postmarket,TFI International Inc. Common Shares,,2023-02-06,2023-02-07
2023-02-06,TKR,premarket,Timken Company (The) Common Stock,,2023-02-03,2023-02-06
2023-02-06,TSN,premarket,"Tyson Foods, Inc. Common Stock",,2023-02-03,2023-02-06
2023-02-06,TTWO,postmarket,"Take-Two Interactive Software, Inc. - Common Stock",,2023-02-06,2023-02-07
2023-02-06,UDR,postmarket,"UDR, Inc. Common Stock",,2023-02-06,2023-02-07
2023-02-06,ZI,premarket,ZoomInfo Technologies Inc. - Common Stock,,2023-02-03,2023-02-06
2023-02-07,AAT,postmarket,"American Assets Trust, Inc. Common Stock",,2023-02-07,2023-02-08
2023-02-07,ADNT,premarket,Adient plc Ordinary Shares ,,2023-02-06,2023-02-07
2023-02-07,AGCO,premarket,AGCO Corporation Common Stock,,2023-02-06,2023-02-07
2023-02-07,AIZ,postmarket,"Assurant, Inc. Common Stock",,2023-02-07,2023-02-08
2023-02-07,ARCC,premarket,Ares Capital Corporation - Closed End Fund,,2023-02-06,2023-02-07
2023-02-07,ARMK,premarket,Aramark Common Stock,,2023-02-06,2023-02-07
2023-02-07,ATEN,postmarket,"A10 Networks, Inc. Common Stock",,2023-02-07,2023-02-08
2023-02-07,ATO,premarket,Atmos Energy Corporation Common Stock,,2023-02-06,2023-02-07
2023-02-07,AUDC,premarket,AudioCodes Ltd. - Ordinary Shares,,2023-02-06,2023-02-07
2023-02-07,BV,premarket,"BrightView Holdings, Inc. Common Stock",,2023-02-06,2023-02-07
2023-02-07,CARR,premarket,Carrier Global Corporation Common Stock ,,2023-02-06,2023-02-07
2023-02-07,CCK,postmarket,"Crown Holdings, Inc.",,2023-02-07,2023-02-08
2023-02-07,CEIX,premarket,CONSOL Energy Inc. Common Stock ,,2023-02-06,2023-02-07
2023-02-07,CIVB,premarket,"Civista Bancshares, Inc.  - Common Stock",,2023-02-06,2023-02-07
